"Symbol","trade_date","close_price","volume","daily_return_pct","ma_7day","ma_30day"
"AAPL","2025-11-07","268.21","48227400","-0.49","269.63","259.66"
"AMZN","2025-11-07","244.41","46374300","0.62","244.01","226.41"
"GOOGL","2025-11-06","284.56","37173600","-0.20","280.90","256.83"
"META","2025-11-06","618.44","23628800","-2.66","654.67","709.18"
"TSLA","2025-11-06","445.91","109622900","-3.47","454.11","443.32"
"AMZN","2025-11-06","243.04","46004200","-2.46","241.99","225.58"
"NVDA","2025-11-06","188.07","223029800","-4.25","200.17","188.83"
"MSFT","2025-11-06","496.17","27406500","-1.69","516.28","517.94"
"AAPL","2025-11-06","269.51","51204000","0.70","269.81","259.23"
"AMZN","2025-11-05","250.20","40610700","0.47","240.02","224.76"
"TSLA","2025-11-05","462.07","85573000","2.22","456.20","442.57"
"GOOGL","2025-11-05","284.12","31010300","1.95","278.43","255.53"
"META","2025-11-05","635.43","20219900","0.58","673.58","713.51"
"NVDA","2025-11-05","195.20","171350300","-1.79","202.02","188.49"
"MSFT","2025-11-05","506.21","23024300","-1.20","522.69","518.27"
"AAPL","2025-11-05","269.88","43683100","0.57","269.70","258.80"
"AMZN","2025-11-04","249.32","51546300","-0.42","236.70","223.76"
"GOOGL","2025-11-04","277.36","30078400","0.29","276.28","254.29"
"AAPL","2025-11-04","269.78","49274800","0.64","269.51","258.20"
"TSLA","2025-11-04","444.26","87756600","-2.24","454.82","441.92"
"META","2025-11-04","626.81","27356600","-0.11","689.98","717.66"
"MSFT","2025-11-04","513.37","20958700","0.50","526.17","518.37"
"NVDA","2025-11-04","198.68","188919300","-2.12","201.49","187.88"
"META","2025-11-03","637.19","33003600","-2.79","705.83","721.93"
"TSLA","2025-11-03","468.37","84595200","2.71","453.32","441.31"
"GOOGL","2025-11-03","283.53","29786000","0.55","273.77","253.43"
"MSFT","2025-11-03","516.06","22374700","-0.53","527.49","518.20"
"AMZN","2025-11-03","254.00","95997800","-0.53","233.12","222.80"
"NVDA","2025-11-03","206.87","180267300","-0.58","199.72","187.20"
"AAPL","2025-11-03","268.79","50194600","-0.51","268.48","257.68"
"TSLA","2025-10-31","456.56","83135800","2.20","450.55","440.17"
"NVDA","2025-10-31","202.48","179802200","-1.92","196.18","186.43"
"META","2025-10-31","647.82","56953200","-3.88","719.57","726.17"
"AMZN","2025-10-31","244.22","166340800","-2.35","228.41","221.92"
"GOOGL","2025-10-31","281.01","39267900","-0.71","269.39","252.39"
"AAPL","2025-10-31","270.11","86167100","-2.39","267.13","257.25"
"MSFT","2025-10-31","516.84","34006400","-2.09","528.00","518.11"
"GOOGL","2025-10-30","281.30","74876000","-3.47","265.18","251.51"
"AAPL","2025-10-30","271.14","69886500","-0.22","265.42","256.42"
"NVDA","2025-10-30","202.88","178864400","-1.10","193.01","185.57"
"TSLA","2025-10-30","440.10","72447900","-2.43","448.04","439.15"
"META","2025-10-30","665.93","88440100","-0.40","731.71","730.48"
"MSFT","2025-10-30","524.78","41023100","-0.89","528.39","518.12"
"AMZN","2025-10-30","222.86","102252900","-1.85","224.66","221.50"
"NVDA","2025-10-29","207.03","308829600","-0.45","189.91","184.68"
"AMZN","2025-10-29","230.30","52036200","-0.59","224.54","221.78"
"MSFT","2025-10-29","540.54","36023000","-0.62","527.23","517.54"
"GOOGL","2025-10-29","274.39","43580300","2.55","260.75","250.53"
"AAPL","2025-10-29","269.44","51086700","0.16","264.19","255.31"
"META","2025-10-29","751.06","26818600","-0.41","741.25","734.26"
"TSLA","2025-10-29","461.51","67983500","-0.21","448.39","438.38"
"META","2025-10-28","750.83","12193800","-0.16","738.46","735.04"
"TSLA","2025-10-28","460.55","80185700","1.27","446.38","437.19"
"AAPL","2025-10-28","268.74","41534800","0.00","263.13","254.28"
"NVDA","2025-10-28","201.02","297986200","4.13","186.42","183.45"
"GOOGL","2025-10-28","267.30","29738600","-0.82","258.18","249.70"
"MSFT","2025-10-28","541.06","29986700","-1.44","523.70","516.49"
"AMZN","2025-10-28","229.25","47100000","0.45","222.57","221.82"
"NVDA","2025-10-27","191.48","153452700","0.79","183.88","182.58"
"META","2025-10-27","750.21","11321100","0.15","733.54","735.94"
"MSFT","2025-10-27","530.53","18734700","-0.05","519.64","515.39"
"AAPL","2025-10-27","268.55","44888200","1.48","260.74","253.26"
"AMZN","2025-10-27","226.97","38267000","-0.30","220.25","221.98"
"TSLA","2025-10-27","452.42","105867500","2.83","443.35","435.89"
"GOOGL","2025-10-27","269.09","35235200","1.68","256.16","249.15"
"NVDA","2025-10-24","186.25","131296700","1.32","182.49","182.12"
"TSLA","2025-10-24","433.72","94727800","-2.93","439.97","434.48"
"META","2025-10-24","737.76","9151300","0.21","728.01","736.38"
"AAPL","2025-10-24","262.57","38253700","0.62","257.70","252.19"
"GOOGL","2025-10-24","259.75","28655100","1.30","253.61","248.57"
"AMZN","2025-10-24","224.21","38685100","1.01","218.47","222.13"
"MSFT","2025-10-24","522.63","15532400","0.16","516.80","514.86"
"NVDA","2025-10-23","182.15","111363700","0.96","181.58","181.84"
"AAPL","2025-10-23","259.33","32754900","-0.14","255.77","251.23"
"AMZN","2025-10-23","221.09","31540000","0.95","217.23","222.26"
"GOOGL","2025-10-23","252.91","19901400","0.04","252.35","247.93"
"META","2025-10-23","733.40","9856000","-0.10","725.04","736.94"
"TSLA","2025-10-23","448.98","126709800","6.90","440.17","433.22"
"MSFT","2025-10-23","519.59","14023500","-0.36","515.34","514.40"
"TSLA","2025-10-22","438.97","84023500","-1.01","437.35","430.55"
"AMZN","2025-10-22","217.95","44308500","-0.62","216.56","222.56"
"NVDA","2025-10-22","180.27","162249600","-0.47","181.27","181.68"
"GOOGL","2025-10-22","251.53","35029400","-1.05","251.26","247.50"
"MSFT","2025-10-22","519.57","18962700","-0.12","514.35","513.75"
"AAPL","2025-10-22","258.20","45015300","-1.60","254.09","250.25"
"META","2025-10-22","732.81","8734500","-0.06","721.42","737.49"
"GOOGL","2025-10-21","250.30","47312100","-1.68","250.18","247.09"
"META","2025-10-21","732.67","7647300","-0.37","718.89","738.09"
"NVDA","2025-10-21","181.15","124240200","-0.89","182.42","181.58"
"AAPL","2025-10-21","262.52","46695900","0.34","252.55","249.19"
"AMZN","2025-10-21","222.03","50494600","1.65","216.86","222.97"
"TSLA","2025-10-21","442.60","54412200","-0.71","436.91","427.51"
"MSFT","2025-10-21","516.69","15586200","0.03","513.42","513.08"
"AAPL","2025-10-20","261.99","90483000","2.48","250.05","248.24"
"MSFT","2025-10-20","515.82","14665600","0.42","512.47","512.44"
"AMZN","2025-10-20","216.48","38882800","1.22","216.06","223.51"
"GOOGL","2025-10-20","256.38","22350200","0.73","248.20","246.73"
"TSLA","2025-10-20","447.43","63719000","0.80","432.75","424.32"
"META","2025-10-20","731.57","8900200","1.52","714.90","739.15"
"NVDA","2025-10-20","182.63","128544700","-0.27","182.71","181.23"
"TSLA","2025-10-17","439.31","89331600","3.25","431.05","420.95"
"NVDA","2025-10-17","183.21","173135200","1.69","184.12","180.75"
"META","2025-10-17","716.34","12232400","1.39","715.09","739.81"
"AMZN","2025-10-17","213.04","45986900","-0.71","217.66","224.15"
"AAPL","2025-10-17","252.05","49147000","1.72","248.88","247.43"
"MSFT","2025-10-17","512.62","19867800","0.89","513.27","511.82"
"GOOGL","2025-10-17","253.13","29671600","1.01","246.05","245.98"
"NVDA","2025-10-16","181.80","179723300","-0.23","184.97","180.21"
"META","2025-10-16","711.49","9017000","-0.76","715.22","740.97"
"AAPL","2025-10-16","247.21","39777000","-0.32","249.70","247.01"
"GOOGL","2025-10-16","251.30","27997200","-0.12","244.81","245.36"
"MSFT","2025-10-16","510.65","15559600","-0.19","514.87","511.20"
"AMZN","2025-10-16","214.47","42414600","-0.56","219.40","224.80"
"TSLA","2025-10-16","428.75","77189900","-1.38","430.97","418.01"
"GOOGL","2025-10-15","250.87","27007700","1.53","244.00","244.72"
"AAPL","2025-10-15","249.10","33893600","-0.06","250.99","246.76"
"META","2025-10-15","716.97","10246800","0.07","715.37","742.17"
"AMZN","2025-10-15","215.57","45909500","-0.48","220.45","225.50"
"MSFT","2025-10-15","512.47","14694700","-0.30","516.64","511.08"
"TSLA","2025-10-15","435.15","71558200","0.06","431.59","415.00"
"NVDA","2025-10-15","179.82","214450500","-2.69","185.43","179.87"
"GOOGL","2025-10-14","245.29","22111600","1.75","243.91","244.03"
"META","2025-10-14","708.07","8829800","0.12","715.10","742.81"
"NVDA","2025-10-14","180.02","205641400","-2.57","186.24","179.57"
"TSLA","2025-10-14","429.24","72669400","0.57","434.17","411.63"
"MSFT","2025-10-14","512.61","14684300","0.65","518.80","510.81"
"AAPL","2025-10-14","247.53","35478000","0.47","252.04","246.40"
"AMZN","2025-10-14","216.39","45665600","0.39","221.21","225.85"
"MSFT","2025-10-13","513.09","14284200","-0.46","519.34","510.53"
"AMZN","2025-10-13","220.07","37809700","1.09","221.66","226.15"
"GOOGL","2025-10-13","243.99","24995000","1.64","243.90","242.89"
"NVDA","2025-10-13","188.31","153482800","0.19","187.33","179.26"
"TSLA","2025-10-13","435.90","79552800","2.92","434.26","408.30"
"META","2025-10-13","715.12","9251800","0.38","715.37","743.67"
"AAPL","2025-10-13","247.42","38142900","-0.69","253.50","245.79"
"NVDA","2025-10-10","183.15","268774400","-5.35","187.41","178.79"
"AMZN","2025-10-10","216.37","72367500","-4.35","221.99","226.45"
"META","2025-10-10","704.73","16980100","-3.51","716.99","744.42"
"AAPL","2025-10-10","245.03","61999100","-3.79","254.85","245.28"
"MSFT","2025-10-10","510.01","24133800","-1.67","519.58","510.29"
"TSLA","2025-10-10","413.49","112107900","-5.28","434.27","404.90"
"GOOGL","2025-10-10","236.42","33180300","-2.01","244.12","241.84"
"TSLA","2025-10-09","435.54","69339900","0.86","440.84","402.65"
"NVDA","2025-10-09","192.56","182997200","0.18","187.99","178.69"
"META","2025-10-09","732.91","12717200","2.12","718.71","745.93"
"MSFT","2025-10-09","521.42","18343600","0.01","520.82","510.24"
"AMZN","2025-10-09","227.74","46412100","1.22","222.60","226.96"
"AAPL","2025-10-09","253.79","38322000","-1.46","256.30","244.85"
"GOOGL","2025-10-09","241.37","27892100","-1.20","245.31","241.00"
"META","2025-10-08","717.26","10790600","0.62","718.83","746.37"
"MSFT","2025-10-08","523.87","13363400","0.30","520.19","509.72"
"AAPL","2025-10-08","257.81","36496900","0.60","256.39","244.07"
"TSLA","2025-10-08","438.69","71192100","0.26","442.15","399.78"
"NVDA","2025-10-08","189.10","130168900","1.36","187.14","178.32"
"AMZN","2025-10-08","225.22","46686000","1.03","221.43","227.00"
"GOOGL","2025-10-08","244.46","21307100","-0.14","245.53","239.86"
"META","2025-10-07","712.50","12062900","-0.65","722.48","747.57"
"GOOGL","2025-10-07","245.60","23181300","-1.01","245.45","238.61"
"AAPL","2025-10-07","256.23","31955800","-0.13","255.87","243.11"
"MSFT","2025-10-07","523.00","14615200","-0.82","518.73","508.96"
"AMZN","2025-10-07","221.78","31194700","0.41","221.00","227.12"
"NVDA","2025-10-07","185.03","140088000","-0.64","186.10","178.08"
"TSLA","2025-10-07","433.09","102296100","-3.29","442.79","396.88"
"TSLA","2025-10-06","453.25","85324900","2.84","443.84","394.00"
"MSFT","2025-10-06","527.58","21388600","1.92","516.94","508.31"
"AMZN","2025-10-06","220.90","43690900","-0.05","220.71","227.32"
"META","2025-10-06","715.08","21654700","1.48","726.86","748.89"
"AAPL","2025-10-06","256.44","44664100","-0.50","255.72","242.14"
"GOOGL","2025-10-06","250.27","28894700","2.31","245.56","237.36"
"NVDA","2025-10-06","185.53","157678100","0.02","185.12","177.90"
"META","2025-10-03","709.98","16154300","-2.61","731.60","750.17"
"MSFT","2025-10-03","516.38","15112300","0.05","513.87","507.60"
"GOOGL","2025-10-03","245.19","30249600","0.35","244.90","235.88"
"NVDA","2025-10-03","187.61","137596900","-0.83","184.00","177.65"
"TSLA","2025-10-03","429.83","133188200","-3.04","439.57","390.23"
"AAPL","2025-10-03","257.77","49155600","1.32","255.75","241.17"
"AMZN","2025-10-03","219.51","43639000","-1.76","220.32","227.59"
"GOOGL","2025-10-02","245.53","25483300","0.22","245.16","234.35"
"AMZN","2025-10-02","222.41","41258600","0.63","220.42","227.67"
"AAPL","2025-10-02","256.88","42630200","0.21","254.93","240.07"
"META","2025-10-02","726.46","11415300","0.62","738.75","751.11"
"MSFT","2025-10-02","514.78","21222900","-0.37","512.85","507.16"
"NVDA","2025-10-02","188.88","136805800","-0.37","182.48","177.23"
"TSLA","2025-10-02","436.00","137009000","-7.34","441.42","386.57"
"NVDA","2025-10-01","187.23","173844900","1.08","180.98","176.78"
"MSFT","2025-10-01","518.74","22632300","0.95","511.92","506.80"
"AMZN","2025-10-01","220.63","43933800","1.50","220.17","227.72"
"GOOGL","2025-10-01","244.74","31658200","1.72","246.01","232.80"
"TSLA","2025-10-01","459.46","98122300","3.53","439.97","382.83"
"AAPL","2025-10-01","255.20","48713900","0.16","254.55","239.03"
"META","2025-10-01","716.76","20419600","-0.58","742.80","751.78"
"NVDA","2025-09-30","186.57","236981000","2.47","180.46","176.39"
"AAPL","2025-09-30","254.38","37704300","-0.09","254.64","238.21"
"TSLA","2025-09-30","444.72","74358000","0.72","436.37","378.49"
"GOOGL","2025-09-30","242.94","34724300","0.12","247.10","231.35"
"AMZN","2025-09-30","219.57","48396400","-1.11","221.17","227.96"
"META","2025-09-30","733.78","16226800","-1.06","749.62","752.90"
"MSFT","2025-09-30","516.98","19728200","0.92","511.17","506.44"
"META","2025-09-29","742.79","9246800","-0.71","755.83","753.98"
"TSLA","2025-09-29","443.21","79491500","-0.26","433.70","374.84"
"AAPL","2025-09-29","254.18","40127700","-0.05","253.34","237.42"
"GOOGL","2025-09-29","243.89","32505800","-1.53","248.76","230.03"
"NVDA","2025-09-29","181.84","193063500","0.79","179.05","176.24"
"MSFT","2025-09-29","513.64","17617800","0.61","511.16","506.39"
"AMZN","2025-09-29","222.17","44259200","0.95","222.88","228.36"
"TSLA","2025-09-26","440.40","101628200","2.83","429.94","371.09"
"GOOGL","2025-09-26","246.38","18503200","-0.21","249.90","228.68"
"AMZN","2025-09-26","219.78","41650100","0.32","224.17","228.65"
"NVDA","2025-09-26","178.18","148573700","0.01","178.25","176.19"
"META","2025-09-26","743.14","9696300","-0.83","761.02","755.36"
"AAPL","2025-09-26","255.21","46076300","0.54","250.97","236.66"
"MSFT","2025-09-26","510.50","16213100","0.27","510.29","506.54"
"META","2025-09-25","748.30","10591100","-0.60","765.51","756.62"
"AMZN","2025-09-25","218.15","52226300","-0.87","225.86","229.03"
"TSLA","2025-09-25","423.39","96746400","-2.72","427.86","367.59"
"NVDA","2025-09-25","177.68","191586700","1.84","177.12","176.32"
"AAPL","2025-09-25","256.62","55202100","1.45","248.62","235.90"
"MSFT","2025-09-25","506.08","15786500","-0.25","510.08","506.88"
"GOOGL","2025-09-25","245.63","31020400","0.57","250.32","227.23"
"NVDA","2025-09-24","176.96","143564100","-1.56","176.72","176.45"
"AMZN","2025-09-24","220.21","49509000","-1.76","228.13","229.24"
"TSLA","2025-09-24","442.79","93133600","3.02","427.61","364.79"
"MSFT","2025-09-24","509.20","13533700","-0.05","510.37","507.30"
"META","2025-09-24","760.04","8828200","0.42","769.73","757.64"
"GOOGL","2025-09-24","246.98","28201000","-1.80","251.09","225.76"
"AAPL","2025-09-24","252.07","42303700","-1.14","245.95","235.12"
"GOOGL","2025-09-23","251.50","26628000","-0.55","251.73","224.29"
"AAPL","2025-09-23","254.18","60275200","-0.57","243.72","234.36"
"AMZN","2025-09-23","220.71","70956200","-3.13","229.74","229.28"
"NVDA","2025-09-23","178.42","192559600","-1.95","176.83","176.65"
"MSFT","2025-09-23","508.28","19799600","-0.89","511.11","507.91"
"TSLA","2025-09-23","425.85","83422700","-3.19","422.93","361.39"
"META","2025-09-23","754.78","10872600","-1.80","770.23","758.60"
"TSLA","2025-09-22","434.21","97108800","0.72","418.66","358.50"
"AMZN","2025-09-22","227.63","45914500","-1.27","230.80","229.30"
"AAPL","2025-09-22","255.83","105517400","3.13","240.82","233.45"
"META","2025-09-22","764.54","11706900","-2.13","770.18","758.93"
"GOOGL","2025-09-22","252.36","32290500","-0.75","250.18","222.60"
"MSFT","2025-09-22","513.49","20009300","-0.22","511.21","508.30"
"NVDA","2025-09-22","183.60","269637000","4.74","176.74","176.77"
"AAPL","2025-09-19","245.26","163741300","1.77","237.10","232.56"
"META","2025-09-19","777.22","23696800","-1.02","768.08","759.05"
"GOOGL","2025-09-19","254.55","55571400","0.58","248.44","220.89"
"NVDA","2025-09-19","176.66","237182100","0.51","175.82","176.74"
"TSLA","2025-09-19","426.07","93131000","1.01","409.31","355.01"
"MSFT","2025-09-19","516.96","52474100","1.44","509.29","508.52"
"AMZN","2025-09-19","231.48","97943200","-0.38","231.13","229.14"
"GOOGL","2025-09-18","251.87","31239500","0.14","246.22","218.95"
"MSFT","2025-09-18","507.50","18913700","-0.59","506.79","508.59"
"AAPL","2025-09-18","237.65","44249600","-0.87","234.43","231.70"
"AMZN","2025-09-18","231.23","37931700","-0.55","230.97","228.86"
"NVDA","2025-09-18","176.23","191763300","1.30","175.91","176.88"
"TSLA","2025-09-18","416.85","90454500","-2.80","398.13","351.55"
"META","2025-09-18","779.09","10955000","-0.06","764.31","758.50"
"AMZN","2025-09-17","231.62","42815200","-0.92","231.97","228.56"
"AAPL","2025-09-17","238.76","46508000","0.01","233.93","230.87"
"NVDA","2025-09-17","170.28","211843800","-1.36","175.13","176.99"
"META","2025-09-17","774.57","9400900","-0.55","762.23","758.22"
"TSLA","2025-09-17","425.86","106133500","2.43","388.15","348.32"
"MSFT","2025-09-17","509.07","15816600","-0.12","505.36","509.11"
"GOOGL","2025-09-17","249.37","34108000","-0.67","244.45","217.08"
"NVDA","2025-09-16","174.87","140737800","-1.20","174.85","177.25"
"AAPL","2025-09-16","237.92","63421100","0.41","233.77","229.66"
"MSFT","2025-09-16","508.09","19711900","-1.52","503.67","509.67"
"GOOGL","2025-09-16","251.00","34109700","-0.36","242.24","215.25"
"AMZN","2025-09-16","234.05","38203900","0.48","232.57","227.97"
"META","2025-09-16","777.84","11782500","1.56","758.89","757.82"
"TSLA","2025-09-16","421.62","104285700","1.72","376.80","344.42"
"GOOGL","2025-09-15","251.45","58383800","2.84","239.90","213.37"
"META","2025-09-15","763.56","10533800","0.95","755.11","757.73"
"TSLA","2025-09-15","410.04","163823700","-3.09","366.68","340.67"
"AAPL","2025-09-15","236.47","42699500","-0.13","233.99","228.49"
"NVDA","2025-09-15","177.74","147061600","1.18","173.72","177.42"
"MSFT","2025-09-15","514.40","17143800","1.29","501.67","510.53"
"AMZN","2025-09-15","231.43","33243300","0.35","232.32","227.22"
"GOOGL","2025-09-12","240.64","26771600","0.18","237.11","211.28"
"META","2025-09-12","754.47","8248600","0.92","752.82","757.24"
"AMZN","2025-09-12","228.15","38496200","-0.96","232.93","226.66"
"MSFT","2025-09-12","508.95","23624900","0.64","500.62","510.79"
"NVDA","2025-09-12","177.81","124911000","0.03","172.85","177.29"
"TSLA","2025-09-12","395.94","168156400","6.74","356.47","337.09"
"AAPL","2025-09-12","233.84","55824200","2.12","234.43","227.34"
"TSLA","2025-09-11","368.81","103756000","5.32","347.63","334.17"
"NVDA","2025-09-11","177.16","151159300","-1.40","171.82","177.29"
"AAPL","2025-09-11","229.81","50208600","1.39","235.06","226.45"
"META","2025-09-11","749.78","7923300","-0.50","750.17","757.83"
"GOOGL","2025-09-11","240.21","30599300","0.20","235.64","209.65"
"AMZN","2025-09-11","229.95","37485600","-0.67","232.62","226.86"
"MSFT","2025-09-11","500.07","18881600","-0.25","499.97","511.54"
"GOOGL","2025-09-10","239.01","35141100","0.11","231.47","208.18"
"AAPL","2025-09-10","226.57","83440800","-2.33","235.01","225.75"
"MSFT","2025-09-10","499.44","21611800","-0.52","500.55","511.92"
"META","2025-09-10","750.86","12478300","-1.72","747.92","755.98"
"TSLA","2025-09-10","347.79","72121700","-0.79","342.00","332.51"
"AMZN","2025-09-10","230.33","60907700","-3.03","231.96","226.87"
"NVDA","2025-09-10","177.31","226852000","0.39","170.91","177.36"
"TSLA","2025-09-09","346.97","53816000","-0.42","340.01","331.62"
"AMZN","2025-09-09","238.24","27033800","0.80","231.77","226.89"
"NVDA","2025-09-09","170.74","157548400","0.99","170.46","177.30"
"GOOGL","2025-09-09","239.47","38061000","2.33","227.69","206.73"
"AAPL","2025-09-09","234.12","66313900","-1.12","235.78","225.22"
"MSFT","2025-09-09","497.48","14410500","-0.60","501.45","512.30"
"META","2025-09-09","764.56","10999000","1.08","746.03","754.25"
"AMZN","2025-09-08","235.84","33947100","0.38","230.83","226.71"
"TSLA","2025-09-08","346.40","75208300","-2.32","339.87","330.91"
"AAPL","2025-09-08","237.65","48999500","-0.59","235.52","224.54"
"NVDA","2025-09-08","168.29","163769100","0.45","171.80","177.50"
"MSFT","2025-09-08","497.27","16771000","0.02","503.06","512.74"
"META","2025-09-08","751.18","13087800","-0.49","743.94","752.65"
"GOOGL","2025-09-08","233.89","32474700","-0.61","223.67","205.16"
"TSLA","2025-09-05","350.84","108989800","0.82","340.32","329.90"
"AMZN","2025-09-05","232.33","36721800","-1.22","229.87","226.57"
"NVDA","2025-09-05","167.00","224441400","-0.60","173.70","177.67"
"MSFT","2025-09-05","494.08","31994800","-2.76","504.27","513.23"
"AAPL","2025-09-05","239.46","54870400","-0.13","234.47","223.73"
"GOOGL","2025-09-05","234.64","46588900","1.21","219.85","203.79"
"META","2025-09-05","751.33","9663400","-0.02","743.24","751.33"
"NVDA","2025-09-04","171.64","141670100","0.64","175.81","177.89"
"META","2025-09-04","747.54","11439100","0.01","743.48","750.08"
"MSFT","2025-09-04","507.02","15509500","0.73","505.28","513.73"
"GOOGL","2025-09-04","231.94","51684200","1.15","215.88","202.36"
"AAPL","2025-09-04","239.55","47549400","0.56","232.99","222.86"
"TSLA","2025-09-04","338.53","60711000","0.71","340.44","328.38"
"AMZN","2025-09-04","235.68","59391800","1.94","229.35","226.56"
"AMZN","2025-09-03","225.99","29223100","0.35","228.24","226.32"
"TSLA","2025-09-03","334.09","88733300","-0.33","341.60","328.18"
"GOOGL","2025-09-03","230.30","103336100","1.97","212.48","200.96"
"MSFT","2025-09-03","504.41","16345100","0.31","504.75","513.63"
"AAPL","2025-09-03","238.24","66427800","0.53","231.18","222.00"
"META","2025-09-03","735.95","7699300","0.14","744.14","748.91"
"NVDA","2025-09-03","170.60","164424900","-0.26","176.97","177.86"
"NVDA","2025-09-02","170.76","231164900","0.46","178.02","177.74"
"AAPL","2025-09-02","229.50","44075600","0.21","229.66","221.19"
"AMZN","2025-09-02","225.34","38843900","0.81","228.65","226.37"
"TSLA","2025-09-02","329.36","58392000","0.34","342.44","328.12"
"GOOGL","2025-09-02","211.02","47523000","1.40","208.98","199.66"
"MSFT","2025-09-02","504.18","18128000","0.93","505.01","513.60"
"META","2025-09-02","734.02","9350900","1.25","746.67","747.84"
"AAPL","2025-08-29","231.92","39418400","-0.16","228.97","220.61"
"AMZN","2025-08-29","229.00","26199200","-1.00","228.17","226.50"
"NVDA","2025-08-29","174.16","243257900","-2.21","178.62","177.76"
"META","2025-08-29","737.60","9070500","-0.88","747.24","747.10"
"MSFT","2025-08-29","505.74","20961600","-0.39","504.89","513.74"
"GOOGL","2025-08-29","212.58","39728400","1.14","207.32","198.95"
"TSLA","2025-08-29","333.87","81145700","-3.85","341.12","328.09"
"META","2025-08-28","749.99","7468000","0.96","748.53","745.96"
"GOOGL","2025-08-28","211.31","32339300","2.12","205.38","198.02"
"TSLA","2025-08-28","345.98","67903200","-1.40","339.70","327.95"
"AMZN","2025-08-28","231.60","33679600","1.13","227.42","226.40"
"AAPL","2025-08-28","232.33","38074700","0.75","228.09","219.90"
"NVDA","2025-08-28","180.15","281787800","-0.36","178.80","177.71"
"MSFT","2025-08-28","508.69","18015600","0.50","504.63","513.82"
"AAPL","2025-08-27","230.27","31259500","0.82","227.81","219.14"
"GOOGL","2025-08-27","207.16","23022900","0.87","203.95","197.09"
"TSLA","2025-08-27","349.60","65519000","-0.66","337.31","327.06"
"META","2025-08-27","746.27","8315400","-0.65","748.58","744.30"
"AMZN","2025-08-27","229.12","21254500","0.24","226.91","226.14"
"NVDA","2025-08-27","181.58","235518900","-0.21","178.15","177.47"
"MSFT","2025-08-27","505.79","17277900","0.94","504.53","513.86"
"AMZN","2025-08-26","228.71","26105400","0.70","227.25","225.95"
"AAPL","2025-08-26","229.09","54575100","1.08","227.86","218.46"
"MSFT","2025-08-26","501.10","30835700","-0.46","505.89","513.80"
"GOOGL","2025-08-26","206.82","28464100","-0.18","203.38","196.27"
"TSLA","2025-08-26","351.67","76651600","1.95","335.25","326.13"
"META","2025-08-26","752.98","7601800","0.44","751.43","742.82"
"NVDA","2025-08-26","181.75","168688200","0.95","178.21","177.13"
"NVDA","2025-08-25","179.79","163012800","0.82","178.02","176.76"
"TSLA","2025-08-25","346.60","86670000","2.27","332.24","324.77"
"GOOGL","2025-08-25","208.17","29928900","1.00","202.92","195.44"
"AAPL","2025-08-25","226.94","30983100","0.30","228.19","217.78"
"MSFT","2025-08-25","503.32","21638600","-0.47","508.35","513.90"
"AMZN","2025-08-25","227.94","22633700","0.26","227.58","225.87"
"META","2025-08-25","752.18","6861200","-0.20","755.87","741.37"
"META","2025-08-22","753.67","10612700","2.10","759.99","740.29"
"MSFT","2025-08-22","506.28","24324200","0.59","510.83","513.83"
"AAPL","2025-08-22","227.54","42477800","0.70","228.99","217.15"
"GOOGL","2025-08-22","205.77","42827000","1.66","202.13","194.54"
"TSLA","2025-08-22","340.01","94016300","5.70","330.66","323.78"
"NVDA","2025-08-22","177.97","172789400","3.12","178.34","176.23"
"AMZN","2025-08-22","228.84","37315300","2.72","228.02","225.79"
"GOOGL","2025-08-21","199.44","19774600","0.00","201.54","193.68"
"AMZN","2025-08-21","221.95","32140500","-0.31","227.40","225.67"
"TSLA","2025-08-21","320.11","55744400","-0.61","330.57","322.90"
"AAPL","2025-08-21","224.68","30621200","-0.61","229.79","216.59"
"MSFT","2025-08-21","503.30","18443300","0.11","512.61","513.67"
"META","2025-08-21","738.00","8876300","-0.75","763.59","739.05"
"NVDA","2025-08-21","174.96","140040900","0.07","178.85","175.80"
"GOOGL","2025-08-20","199.01","28955500","-0.70","202.05","192.94"
"TSLA","2025-08-20","323.90","77481800","-1.62","333.53","322.55"
"NVDA","2025-08-20","175.38","215142700","0.13","180.02","175.43"
"AMZN","2025-08-20","223.81","36604300","-1.46","227.34","225.68"
"META","2025-08-20","746.61","11898200","0.02","770.85","738.65"
"MSFT","2025-08-20","503.95","27723000","-0.81","516.05","513.55"
"AAPL","2025-08-20","225.79","42263900","-1.73","230.46","216.17"
"AAPL","2025-08-19","230.34","39402600","-0.31","230.63","215.66"
"NVDA","2025-08-19","175.62","185229200","-3.72","180.97","175.02"
"TSLA","2025-08-19","329.31","75956000","-1.93","335.69","321.62"
"GOOGL","2025-08-19","201.26","24240200","-0.72","202.29","192.19"
"META","2025-08-19","750.36","12286700","-2.04","773.44","738.16"
"MSFT","2025-08-19","507.98","21481000","-1.02","518.33","513.48"
"AMZN","2025-08-19","228.01","29891000","-0.90","226.98","225.63"
"META","2025-08-18","766.23","16513700","-1.00","775.98","737.13"
"GOOGL","2025-08-18","203.19","18526600","-0.34","202.27","191.28"
"NVDA","2025-08-18","181.99","132008000","0.78","181.98","174.49"
"AMZN","2025-08-18","231.49","25248900","0.55","226.22","225.35"
"AAPL","2025-08-18","230.67","37476200","-0.35","230.42","214.97"
"TSLA","2025-08-18","335.16","56956600","1.68","335.74","320.57"
"MSFT","2025-08-18","515.29","23760600","-0.86","520.08","513.04"
